step,_fake,real,mixnorm,eps,,g_loss,d_loss
161792,-3.097289562,-1.242125988,0.095999464,5.47200346,,3.097289562,6.322478113
323584,-0.838353574,-0.867987514,0.297909558,53.91876602,,0.838353574,5.012862595
485376,-2.199244738,-2.075068712,0.450187862,43.51985931,,2.199244738,2.942277706
625664,-1.192917466,-0.667826235,0.506132066,44.2841301,,1.192917466,1.958248259
765952,-4.542731762,-1.297538161,0.601358235,221.8604584,,4.542731762,-1.434180573
906240,-14.32193375,-2.179499388,1.313188791,824.2354736,,14.32193375,-10.3373267
1046528,-18.78075981,-3.568896055,1.42192328,710.567749,,18.78075981,-12.72110347
1186816,-17.82141304,-1.410673738,1.362340927,876.9733887,,17.82141304,-14.22085644
1327104,-19.47851944,-1.416488647,1.464831948,1087.939819,,19.47851944,-14.81340357
1467392,-14.29567337,-1.170981526,1.332553029,981.8200073,,14.29567337,-11.03695667
1607680,-11.71394539,-0.931691527,1.262436748,845.2740479,,11.71394539,-9.248249349
1747968,-9.119926453,-0.815697968,1.199819326,864.7705688,,9.119926453,-7.040180284
1868288,-8.080212593,-0.917740822,1.153578877,779.0506592,,8.080212593,-6.147556396
1988608,-7.473095417,-0.550752938,1.145186424,779.0358276,,7.473095417,-5.932515674
2108928,-7.294476032,-0.328670055,1.168278337,729.9519653,,7.294476032,-5.952678027
2229248,-7.08232832,-0.213184148,1.167680979,614.5079956,,7.08232832,-5.973467069
2349568,-6.854696274,-0.053764198,1.208584785,438.197876,,6.854696274,-5.927658073
2469888,-6.625730515,-0.051465623,1.22636652,367.5142822,,6.625730515,-5.694332596
2590208,-5.748558998,-0.025716625,1.201512098,298.1395569,,5.748558998,-5.018631558
2710528,-5.611083508,0.002263355,1.198736668,274.5191956,,5.611083508,-4.943865036
2830848,-5.384670734,-0.05035245,1.192822814,253.4883575,,5.384670734,-4.70902355
2951168,-5.223370552,-0.000203987,1.186858177,252.7310638,,5.223370552,-4.621275718
3051264,-4.835772514,-0.058259811,1.175879478,251.5245819,,4.835772514,-4.216652212
3151360,-4.839660168,-0.033815823,1.179163218,252.0171509,,4.839660168,-4.232832608
3251456,-4.840713024,0.058281891,1.188236594,228.1950531,,4.840713024,-4.316469708
3351552,-4.560610771,0.085367449,1.181174755,206.3916016,,4.560610771,-4.111343699
3451648,-4.444085598,0.144309893,1.185894847,174.6282349,,4.444085598,-4.068198315
3551744,-4.503820419,0.112937316,1.189872384,162.6870422,,4.503820419,-4.093555471
3651840,-4.662083626,0.079426736,1.193671703,162.7259979,,4.662083626,-4.203697077
3751936,-4.650725365,0.038664743,1.18531847,166.8879547,,4.650725365,-4.1790728
3852032,-4.723907948,0.039014202,1.18612206,160.0101929,,4.723907948,-4.256497745
3952128,-4.951499462,0.041087665,1.193349123,167.3343353,,4.951499462,-4.451413958
4052224,-5.277763844,0.032360319,1.202653289,174.2168274,,5.277763844,-4.72522378
4152320,-5.543029785,0.004951162,1.210171819,185.4472656,,5.543029785,-4.920811747
4232320,-5.692753315,0.062017579,1.213845015,273.1188354,,5.692753315,-5.024355156
4312320,-5.588433266,0.077738822,1.209690094,333.4381104,,5.588433266,-4.893034622
4392320,-5.99018383,0.023687171,1.223628759,286.4216614,,5.99018383,-5.227351119
4472320,-5.919881344,0.038656581,1.224501133,235.2716522,,5.919881344,-5.219258686
4552320,-6.250681877,0.034904193,1.237039208,217.3173523,,6.250681877,-5.506392855
4632320,-6.776342392,-0.046403416,1.252150059,205.7454376,,6.776342392,-5.888397018
4712320,-6.947389126,0.027630651,1.260459065,216.8883057,,6.947389126,-6.079742224
4792320,-7.422366619,0.001287268,1.274154544,233.58255,,7.422366619,-6.438464197
4872320,-7.96302557,-0.034577321,1.286241889,265.6791077,,7.96302557,-6.843424951
4952320,-8.325482368,0.019580243,1.294901133,278.2897644,,8.325482368,-7.197106067
5032320,-8.593820572,0.004755089,1.301728606,278.2724609,,8.593820572,-7.409901681
5112320,-9.09444046,-0.061110396,1.313438416,287.173645,,9.09444046,-7.763720016
5192320,-9.507644653,0.004400848,1.326282263,290.2011719,,9.507644653,-8.15724318
5272320,-10.06293869,-0.047301967,1.33947885,300.0086975,,10.06293869,-8.563169128
5352320,-10.53980923,-0.05028687,1.35212028,310.308136,,10.53980923,-8.939327303
5412352,-10.82564163,-0.063314497,1.360985637,308.1728516,,10.82564163,-9.151047984
5472384,-10.58529186,-0.030412141,1.354851365,353.5757141,,10.58529186,-8.942109094
5532416,-11.06935406,-0.062261447,1.365169525,359.5846252,,11.06935406,-9.314020164
5592448,-11.70297337,-0.103518322,1.381533146,368.993866,,11.70297337,-9.774785763
5652480,-12.26849556,-0.047981188,1.396762848,377.9796143,,12.26849556,-10.26832718
5712512,-12.88812923,-0.091643773,1.409941673,403.8152466,,12.88812923,-10.71214846
5772544,-13.77045441,-0.044651367,1.431806684,432.408844,,13.77045441,-11.42882408
5832576,-14.66567993,-0.111840248,1.452124,453.4594421,,14.66567993,-12.05621913
5892608,-15.59560871,-0.047506999,1.475708246,488.4126587,,15.59560871,-12.7967057
5952640,-16.86759186,-0.170182049,1.501925826,535.9228516,,16.86759186,-13.64219161
6012672,-18.00729752,-0.169561535,1.528045774,578.928894,,18.00729752,-14.4704837
6072704,-18.63690186,-0.10590075,1.541541815,598.1570435,,18.63690186,-15.00016869
6132736,-19.36652374,-0.031616744,1.557938099,623.3901978,,19.36652374,-15.59856758
6192768,-20.06661034,-0.119113818,1.569599748,658.0681763,,20.06661034,-16.04498962
6252800,-20.90419006,-0.089959696,1.58707726,676.6793823,,20.90419006,-16.69095389
6312832,-21.54509354,-0.146450981,1.598742604,689.4407349,,21.54509354,-17.12427476
6372864,-22.52579498,-0.049702108,1.620049477,718.6601563,,22.52579498,-17.91281918
6432896,-23.40419197,-0.134206906,1.634973288,756.0415039,,23.40419197,-18.4820328
6492928,-23.97085381,-0.078848347,1.646944046,773.7791748,,23.97085381,-18.9328603
6552960,-24.77554893,-0.058056682,1.662523508,795.1314087,,24.77554893,-19.53298686
6600128,-25.30732155,-0.100407265,1.672517776,796.7260742,,25.30732155,-19.88738661
6640128,-22.82693481,0.12666662,1.626320839,884.6231079,,22.82693481,-18.14620039
6680128,-24.15288544,0.038036603,1.646735907,928.1591797,,24.15288544,-19.08008953
6720128,-24.87731171,0.041850939,1.659816742,932.3190918,,24.87731171,-19.63326222
6760128,-25.75051308,0.06810303,1.678440571,942.0916138,,25.75051308,-20.27370841
6800128,-26.79828072,0.04364644,1.69403553,1022.894775,,26.79828072,-21.00217921
6840128,-27.60029411,-0.028104821,1.709197283,1006.946777,,27.60029411,-21.53563466
6880128,-28.17318726,-0.009036273,1.719402909,1022.457581,,28.17318726,-21.96628794
6920128,-29.25430298,0.041833598,1.737768769,1095.394653,,29.25430298,-22.75771435
6960128,-29.91578674,-0.01577002,1.748492956,1111.804199,,29.91578674,-23.18579547
7000128,-31.39786339,-0.000974808,1.77411449,1174.558594,,31.39786339,-24.22979756
7040128,-32.09408188,0.049516711,1.784783602,1238.317993,,32.09408188,-24.74642758
7080128,-32.78251266,-0.007276807,1.795738697,1231.906006,,32.78251266,-25.21132911
7120128,-33.95318985,0.021983929,1.81705606,1252.32251,,33.95318985,-26.04704522
7160128,-35.59608078,-0.07769645,1.842263103,1350.69458,,35.59608078,-27.07361841
7200128,-36.35660934,-0.150219306,1.855975747,1328.874146,,36.35660934,-27.5505711
7240128,-37.07358551,-0.016679974,1.867697477,1392.390991,,37.07358551,-28.13552542
7280128,-38.26937485,-0.100264512,1.886080027,1415.942749,,38.26937485,-28.90178945
7320128,-38.70926285,-0.014480368,1.891298652,1488.295898,,38.70926285,-29.26235372
7360128,-39.75946808,0.061921947,1.90842104,1513.120972,,39.75946808,-30.0559812
7400128,-40.65715408,-0.024525201,1.920808792,1538.410645,,40.65715408,-30.61532992
7440128,-41.34449387,-0.054895055,1.931596518,1546.817993,,41.34449387,-31.0640601
7480128,-41.80907059,-0.002547137,1.940766811,1536.237793,,41.80907059,-31.41986372
7520128,-42.41649628,0.087837368,1.950483561,1560.25061,,42.41649628,-31.90989305
7560128,-43.33877945,0.063258201,1.962916613,1631.342651,,43.33877945,-32.49861097
7600128,-44.15814209,0.066692322,1.975794911,1633.021606,,44.15814209,-33.07005572
7640128,-44.41423035,0.067525879,1.979538441,1638.541748,,44.41423035,-33.24825891
7680128,-45.52146912,0.110405959,1.995609164,1684.926392,,45.52146912,-34.0345726
7720128,-46.37245178,0.133970216,2.007794619,1722.259155,,46.37245178,-34.62766291
7760128,-46.98474503,-0.000772083,2.017663956,1670.629395,,46.98474503,-34.95694428
7800128,-47.78509521,0.093594097,2.025994778,1772.091187,,47.78509521,-35.57994529
7820160,-44.62200546,0.508155644,1.982052922,1874.881226,,44.62200546,-33.61100046
7840192,-45.47387314,0.40840885,1.994050503,1807.679321,,45.47387314,-34.19323865
7860224,-46.27205276,0.402622491,2.004456043,1852.695313,,46.27205276,-34.73266052
7880256,-47.35456467,0.184046701,2.013236046,1963.257446,,47.35456467,-35.30888108
7900288,-47.56778336,0.405677497,2.023816586,1863.437744,,47.56778336,-35.6280191
7920320,-48.46365356,0.403262168,2.034398079,1935.448486,,48.46365356,-36.23167339
7940352,-48.64574051,0.338827461,2.034244061,1980.138184,,48.64574051,-36.30782202
7960384,-48.23727798,0.343764246,2.029923439,1914.845093,,48.23727798,-36.05877423
7980416,-50.37181091,0.466618776,2.061082602,2051.838379,,50.37181091,-37.52762844
8000448,-49.84801865,0.350455642,2.053235531,1971.848877,,49.84801865,-37.13357458
8020480,-50.38625336,0.46196419,2.061115503,2001.131592,,50.38625336,-37.58742484
8040512,-50.67573929,0.319649071,2.061541557,2088.023438,,50.67573929,-37.63866014
8060544,-51.41241455,0.23192057,2.069822073,2064.563721,,51.41241455,-38.13457872
8080576,-52.08864212,0.579884708,2.084273815,2131.97168,,52.08864212,-38.78005809
8100608,-52.24967575,0.2080919,2.083390713,2103.657715,,52.24967575,-38.61675557
8120640,-52.92361069,0.246850431,2.093821049,2084.787842,,52.92361069,-39.12122841
8140672,-52.7338562,0.396099001,2.092037201,2107.359863,,52.7338562,-39.09714286
8160704,-52.63734436,0.430846542,2.095050573,2033.155396,,52.63734436,-39.04367793
8180736,-54.53353882,0.262660176,2.113651037,2169.496094,,54.53353882,-40.22451657
8200768,-54.30190277,0.41647467,2.111881495,2161.669434,,54.30190277,-40.19390343
8220800,-53.85851288,0.249926046,2.107607841,2064.040039,,53.85851288,-39.77644758
8240832,-56.4744339,0.418610841,2.141511202,2233.747559,,56.4744339,-41.62881894
8260864,-56.7229805,0.388172776,2.144722462,2264.758789,,56.7229805,-41.74249934
8280896,-56.9012146,0.256278485,2.142795563,2316.480225,,56.9012146,-41.78119588
8300928,-57.11567688,0.413953692,2.147928238,2283.282959,,57.11567688,-42.06895522
8320960,-56.60177612,0.328368545,2.147424698,2112.364502,,56.60177612,-41.65194579
8340992,-56.51825714,0.347450078,2.141281843,2217.386719,,56.51825714,-41.62307804
8361024,-57.98001862,0.368511856,2.159214735,2295.027832,,57.98001862,-42.61571462
8381056,-58.3955307,0.235898495,2.163652897,2308.710449,,58.3955307,-42.7818381
8401088,-58.30272293,0.252720773,2.163950443,2249.916748,,58.30272293,-42.75772061
8421120,-59.97900772,0.402828783,2.186589003,2365.21875,,59.97900772,-43.93668314
8441152,-59.89776993,0.39089945,2.18539834,2360.537109,,59.89776993,-43.87644002
8461184,-58.57332611,0.383635879,2.166661024,2317.428711,,58.57332611,-43.02855383
8481216,-60.78759766,0.292059362,2.19533205,2392.842529,,60.78759766,-44.39862738
8501248,-60.44030762,0.363829166,2.18948245,2393.707764,,60.44030762,-44.26174402
8521280,-60.58392334,0.505171001,2.194930792,2382.586182,,60.58392334,-44.42791219
8541312,-61.70206451,0.418019742,2.210332632,2362.628906,,61.70206451,-45.10840455
8561344,-61.09231567,0.143556103,2.200391054,2327.744385,,61.09231567,-44.49874056
8581376,-61.24036407,0.423335373,2.204594612,2330.62793,,61.24036407,-44.82258972
8601408,-62.98413086,0.414403886,2.226972103,2394.007324,,62.98413086,-45.949922
8621440,-62.28057098,0.254020959,2.216433525,2372.892822,,62.28057098,-45.36459391
8641472,-63.96958542,0.516704261,2.237132788,2504.211914,,63.96958542,-46.67710242
8661504,-62.28596115,0.425364822,2.215815544,2397.800293,,62.28596115,-45.53145131
8681536,-63.87909317,0.21883899,2.236251831,2455.043213,,63.87909317,-46.35970305
8701568,-63.53541183,0.535365999,2.235541582,2440.088379,,63.53541183,-46.36505944
8721600,-64.05553436,0.39157331,2.241627932,2434.484131,,64.05553436,-46.59622434
8741632,-65.15664673,0.453422368,2.252556562,2483.128662,,65.15664673,-47.43796101
8761664,-65.70070648,0.481728494,2.261058092,2526.773438,,65.70070648,-47.75298642
8781696,-64.64183807,0.302494437,2.245607853,2416.801025,,64.64183807,-47.01214225
8801728,-65.35710907,0.344837755,2.256411552,2412.465576,,65.35710907,-47.50378136
8821760,-66.2096405,0.292714983,2.267193317,2458.742432,,66.2096405,-47.98582402
8841792,-66.71828461,0.421471924,2.26818347,2583.10376,,66.71828461,-48.47375964
8861824,-64.87408447,0.486934036,2.250444889,2465.22998,,64.87408447,-47.25966432
8881856,-66.36173248,0.405565947,2.267951012,2493.160645,,66.36173248,-48.19714011
8901888,-67.16972351,0.477077931,2.278463602,2593.47168,,67.16972351,-48.70863794
8921920,-67.44949341,0.346133143,2.282398224,2535.006348,,67.44949341,-48.81516816
8941952,-67.42929077,0.183015093,2.279829264,2512.98291,,67.42929077,-48.71969351
8961984,-67.86826324,0.514404297,2.285942793,2661.471924,,67.86826324,-49.18470695
8982016,-67.82207489,0.243833497,2.286665201,2506.428467,,67.82207489,-49.00440652
9002048,-68.19281769,0.691549957,2.292797327,2613.775879,,68.19281769,-49.55734248
9022080,-68.48340607,0.364500999,2.296736479,2504.274414,,68.48340607,-49.5283777
9042112,-69.61069489,0.183909401,2.30530262,2652.943604,,69.61069489,-50.10351139
9062144,-68.96578217,0.556392074,2.302654505,2636.150879,,68.96578217,-49.91693577
9082176,-70.38443756,0.424223095,2.315084457,2701.251465,,70.38443756,-50.81293789
9102208,-69.67682648,0.316708833,2.309668779,2533.34375,,69.67682648,-50.30786844
9122240,-70.50969696,0.471846372,2.319363594,2644.412598,,70.50969696,-50.9299278
9142272,-69.7342453,0.364602268,2.308930397,2602.107422,,69.7342453,-50.3637523
9162304,-70.6727829,0.267787784,2.318105221,2623.149902,,70.6727829,-50.94340705
9182336,-69.26376343,0.493050277,2.307763815,2558.567139,,69.26376343,-50.09578461
9202368,-71.78636932,0.377349675,2.334762335,2651.824707,,71.78636932,-51.69598939
9222400,-70.32961273,0.271407843,2.317115307,2601.695313,,70.32961273,-50.65139795
9242432,-71.19297028,0.5795362,2.332326174,2580.768555,,71.19297028,-51.44080759
9262464,-71.00211334,0.41394785,2.327851295,2563.907959,,71.00211334,-51.2202626
9282496,-70.42721558,0.436049819,2.319139004,2632.105713,,70.42721558,-50.82988257
9302528,-71.77843475,0.529921651,2.338512182,2579.299561,,71.77843475,-51.81290822
9322560,-72.25580597,0.495367944,2.342918634,2613.821289,,72.25580597,-52.10304804
9342592,-71.6421814,0.69843024,2.334301949,2668.300781,,71.6421814,-51.86869396
9362624,-72.3744278,0.3541345,2.339425564,2692.864746,,72.3744278,-52.09508914
9382656,-71.82080841,0.524026811,2.339245081,2567.590332,,71.82080841,-51.84147102
9402688,-73.17771912,0.367233813,2.355683565,2553.003906,,73.17771912,-52.61316973
9422720,-72.30130005,0.550892234,2.344515562,2606.330322,,72.30130005,-52.16864099
9442752,-72.85587311,0.430686206,2.351609945,2574.468994,,72.85587311,-52.44359588
9462784,-71.6174469,0.372419596,2.33589077,2563.448242,,71.6174469,-51.58037676
9482816,-72.89463043,0.400417387,2.347182035,2650.609131,,72.89463043,-52.49544432
9502848,-74.31771088,0.32086435,2.364578247,2728.92749,,74.31771088,-53.28890981
9522880,-74.71035767,0.597816467,2.372973919,2677.834473,,74.71035767,-53.77976584
9542912,-72.5539856,0.533414006,2.347413301,2662.54834,,72.5539856,-52.26962521
9562944,-73.44197083,0.471272528,2.35776329,2656.239502,,73.44197083,-52.82179232
9582976,-73.86593628,0.170594111,2.359983683,2594.31543,,73.86593628,-52.94665879
9603008,-74.43096161,0.651917458,2.372478962,2654.413086,,74.43096161,-53.59148097
9623040,-74.19473267,0.309342057,2.362215996,2671.170166,,74.19473267,-53.27658036
9643072,-74.63663483,0.710230887,2.376137733,2630.441406,,74.63663483,-53.77887369
9663104,-75.90122223,0.103494942,2.382099628,2688.936035,,75.90122223,-54.21378731
9683136,-74.22315979,0.398544848,2.369235992,2584.215576,,74.22315979,-53.28941703
9703168,-75.55957031,0.671508372,2.383511782,2712.937744,,75.55957031,-54.37709244
9723200,-74.55033875,0.58764118,2.372371674,2632.923828,,74.55033875,-53.67101599
9743232,-74.89391327,0.354171842,2.374533176,2680.447266,,74.89391327,-53.67422331
9763264,-75.57324219,0.373792797,2.381565571,2680.283447,,75.57324219,-54.17951727
9783296,-75.29023743,0.611896873,2.38049674,2677.023438,,75.29023743,-54.16739836
9803328,-76.2408371,0.467117608,2.39309001,2624.143799,,76.2408371,-54.67681315
9823360,-76.8033905,0.683298111,2.398211479,2770.510742,,76.8033905,-55.16622447
9843392,-76.81890106,0.24241294,2.395936728,2722.387695,,76.81890106,-54.85253283
9863424,-75.94904327,0.792354584,2.38982439,2701.699463,,75.94904327,-54.72358003
9883456,-76.48319244,0.465123326,2.391383886,2717.869873,,76.48319244,-54.8709547
9903488,-76.59114838,0.471169859,2.398287773,2616.014404,,76.59114838,-54.89421687
9923520,-76.84597015,0.256115556,2.392235756,2772.500244,,76.84597015,-54.94638146
9943552,-75.8835144,0.478446692,2.389009714,2667.895264,,75.8835144,-54.40058597
9963584,-77.37282562,0.381826997,2.401575565,2725.394287,,77.37282562,-55.38511768
9983616,-77.54023743,1.016518354,2.406845331,2822.905762,,77.54023743,-55.94171216
10003648,-77.52033997,0.517532289,2.407288074,2714.042236,,77.52033997,-55.51923277
10023680,-77.37743378,0.394559562,2.404513359,2691.523682,,77.37743378,-55.3538919
10043712,-77.94306946,0.531987906,2.4115448,2747.583008,,77.94306946,-55.80288714
10063744,-77.81826019,0.489853114,2.408923149,2722.26123,,77.81826019,-55.73520768
10083776,-78.06742096,0.678823769,2.409314156,2807.449707,,78.06742096,-56.07713113
10103808,-77.06278992,0.383485794,2.402346849,2682.470459,,77.06278992,-55.09803839
10123840,-77.95446014,0.506156147,2.410773754,2698.083008,,77.95446014,-55.85970743
10143872,-78.55274963,0.63158071,2.418990374,2752.844727,,78.55274963,-56.29614881
10163904,-77.83669281,0.4427692,2.410132885,2720.127197,,77.83669281,-55.67458728
10183936,-78.28123474,0.487855762,2.415530443,2715.487793,,78.28123474,-56.01633835
10203968,-78.42613983,0.463793248,2.417425394,2660.556641,,78.42613983,-56.13842896
10224000,-78.6276474,0.82109338,2.419860601,2804.361816,,78.6276474,-56.48433769
10244032,-78.12782288,0.374294281,2.414825678,2694.776855,,78.12782288,-55.79002331
10264064,-79.12425232,0.408683389,2.422790051,2747.480469,,79.12425232,-56.54213996
10284096,-79.3670578,0.495276004,2.424854517,2804.541016,,79.3670578,-56.75568884
10304128,-78.61235046,0.407214791,2.419484377,2718.017578,,78.61235046,-56.15218871
10324160,-78.56878662,0.505471408,2.417605162,2772.001221,,78.56878662,-56.20621286
10344192,-78.84857941,0.796101809,2.425174475,2757.651855,,78.84857941,-56.57580653
10364224,-78.85919189,0.649416983,2.42643714,2680.932617,,78.85919189,-56.48044713
10384256,-79.5,0.627443969,2.428689003,2802.372314,,79.5,-56.91354898
10404288,-78.42386627,0.392019749,2.41821003,2669.040039,,78.42386627,-56.0336491
10424320,-79.13018036,0.412061065,2.422972202,2710.601318,,79.13018036,-56.58314122
10444352,-79.41873932,0.715615928,2.429868937,2762.431396,,79.41873932,-56.92667209
10464384,-79.13668823,0.359166265,2.424835443,2659.852783,,79.13668823,-56.5344413
10484416,-80.0013504,0.479145318,2.433815002,2794.001709,,80.0013504,-57.1282394
10504448,-78.75753021,0.468075693,2.421476603,2710.117432,,78.75753021,-56.30953116
10524480,-79.97667694,0.610938251,2.437468529,2746.218994,,79.97667694,-57.17823849
10544512,-80.81838226,0.644021153,2.440621138,2899.306396,,80.81838226,-57.8092044
10564544,-79.37852478,0.444157273,2.42955184,2684.601318,,79.37852478,-56.70189611
10584576,-80.70769501,0.803752422,2.445290327,2818.118896,,80.70769501,-57.80468724
10604608,-80.90703583,0.781854093,2.445555925,2890.741211,,80.90703583,-57.90182938
10624640,-79.58826447,0.335006654,2.428017616,2749.993652,,79.58826447,-56.78093434
10644672,-80.45170593,0.540068567,2.440083265,2792.786621,,80.45170593,-57.46058977
10664704,-79.48343658,0.518347919,2.432253838,2637.491699,,79.48343658,-56.85078225
10684736,-80.13738251,0.755534708,2.439618349,2764.376465,,80.13738251,-57.40353084
10704768,-78.71885681,0.187310502,2.419122696,2646.964355,,78.71885681,-56.1201107
10724800,-80.60332489,0.756963491,2.44612813,2799.163086,,80.60332489,-57.64825961
10744832,-80.39263916,0.439070344,2.438803434,2759.330078,,80.39263916,-57.3708262
10764864,-79.61959076,0.316908419,2.430724859,2676.417969,,79.61959076,-56.79034498
10784896,-80.17025757,0.832908571,2.441682816,2729.818359,,80.17025757,-57.48885437
10804928,-81.33578491,0.405093402,2.453235626,2660.521973,,81.33578491,-57.96141849
10824960,-80.97822571,0.387623489,2.446764946,2766.149658,,80.97822571,-57.66841145
10844992,-80.53282166,0.638310552,2.444818258,2767.023682,,80.53282166,-57.52911053
10865024,-79.70488739,0.300789028,2.434878111,2620.831787,,79.70488739,-56.7960927
10885056,-80.59777832,0.777564049,2.446059942,2712.493896,,80.59777832,-57.75195491
10905088,-80.56385803,0.781351209,2.449098825,2671.10791,,80.56385803,-57.67522727
10925120,-79.7097702,0.571399212,2.435228825,2652.773438,,79.7097702,-57.02957819
10945152,-80.30957794,0.440012544,2.439697742,2760.033447,,80.30957794,-57.26226114
10965184,-79.21577454,0.369703531,2.42982626,2585.86792,,79.21577454,-56.55557882
10985216,-80.93666077,0.73729068,2.448808908,2822.133789,,80.93666077,-57.86134513
11005248,-80.54219818,0.413003683,2.442126274,2691.077637,,80.54219818,-57.46684232
11025280,-79.54120636,0.848301828,2.43766427,2677.011475,,79.54120636,-57.04371117
11045312,-81.29521179,0.57645309,2.453158379,2739.399902,,81.29521179,-58.01557225
11065344,-79.91606903,0.479276717,2.437434435,2615.115967,,79.91606903,-57.11805223
11085376,-80.83178711,0.841241539,2.44832325,2828.012451,,80.83178711,-57.86861384
11105408,-80.61307526,0.49203822,2.442522526,2734.715332,,80.61307526,-57.56168577
11125440,-80.33293152,0.650806963,2.44465971,2683.470947,,80.33293152,-57.42985076
11145472,-80.56942749,0.76283133,2.44909811,2677.266846,,80.56942749,-57.65613865
11165504,-80.25253296,0.57743448,2.44045186,2669.381592,,80.25253296,-57.41157023
11185536,-80.80769348,0.713170886,2.450278044,2716.803467,,80.80769348,-57.77099686
11205568,-80.73019409,0.566755474,2.446653128,2718.391357,,80.73019409,-57.65050549
11225600,-79.3236618,0.455640316,2.429691315,2720.44458,,79.3236618,-56.61868499
11245632,-80.85043335,0.398206949,2.447857618,2691.386475,,80.85043335,-57.59433699
11265664,-81.0524826,0.470084012,2.452062607,2680.749512,,81.0524826,-57.75695896
11285696,-80.13342285,0.66903162,2.439485312,2670.821045,,80.13342285,-57.41045381
11305728,-81.13460541,0.607899427,2.453206778,2729.398682,,81.13460541,-57.89500677
11325760,-80.66612244,0.767015815,2.446048021,2763.499512,,80.66612244,-57.75908994
11345792,-79.73243713,0.355790079,2.436656952,2636.13501,,79.73243713,-56.81226023
11365824,-80.97338104,0.567850947,2.452845812,2649.13208,,80.97338104,-57.78449038
11385856,-79.80323792,0.514404416,2.439145327,2621.68042,,79.80323792,-56.9845692
11405888,-81.08384705,0.472334355,2.452591896,2669.939209,,81.08384705,-57.78601003
11425920,-80.08799744,0.708254695,2.439972162,2725.155518,,80.08799744,-57.33589833
11445952,-80.32443237,0.660997868,2.440667391,2768.582031,,80.32443237,-57.4616229
11465984,-80.85188293,0.599064231,2.450902224,2697.173096,,80.85188293,-57.70260145
11486016,-80.67121124,0.375882924,2.448088408,2615.555908,,80.67121124,-57.4619379
11506048,-81.13341522,0.693317413,2.454039097,2650.638428,,81.13341522,-58.03379726
11526080,-80.62579346,0.737529695,2.450190544,2631.95459,,80.62579346,-57.70084242
11546112,-81.051651,0.4663665,2.45376277,2599.417236,,81.051651,-57.78433836
11566144,-81.15700531,0.710313976,2.453552961,2746.494873,,81.15700531,-57.9926623
11586176,-82.090065,0.152038991,2.460683823,2701.168213,,82.090065,-58.20496348
11606208,-80.93955994,0.920681298,2.45294714,2695.104248,,80.93955994,-58.05458308
11626240,-81.67972565,0.495979041,2.45919919,2757.999512,,81.67972565,-58.12508241
11646272,-81.09842682,0.739599824,2.454073191,2725.537598,,81.09842682,-57.96920061
11666304,-81.44477081,0.542145908,2.457096815,2692.402588,,81.44477081,-58.06320285
11686336,-81.95094299,0.629291952,2.458763838,2860.942871,,81.95094299,-58.43937273
11706368,-81.35694122,0.463587016,2.457556486,2650.856689,,81.35694122,-57.92496245
11726400,-80.86883545,0.644919336,2.451140881,2649.080566,,80.86883545,-57.80657567
11746432,-81.24544525,0.499255985,2.451610804,2737.010498,,81.24544525,-57.93595149
11766464,-81.6149826,0.911270082,2.4608953,2754.636475,,81.6149826,-58.42946544
11786496,-81.25293732,0.568585694,2.454959154,2679.491699,,81.25293732,-57.97296991
11806528,-81.27161407,0.610508323,2.452668428,2718.696777,,81.27161407,-58.06096999
11826560,-82.56343079,0.445899308,2.468041658,2746.958984,,82.56343079,-58.710908
11846592,-80.89814758,0.711541474,2.451974869,2637.89502,,80.89814758,-57.88948384
11866624,-82.0426712,0.331839591,2.4635005,2642.117188,,82.0426712,-58.31405648
11886656,-80.96244049,0.763308704,2.455416203,2631.968018,,80.96244049,-57.91141795
11906688,-81.61110687,0.558966756,2.458269596,2584.159424,,81.61110687,-58.32041206
11926720,-81.04120636,0.508583844,2.451487303,2607.806885,,81.04120636,-57.87382942
11946752,-81.37202454,0.729633152,2.45494318,2729.191895,,81.37202454,-58.20386922
11966784,-81.43723297,0.590162575,2.455648661,2744.346924,,81.43723297,-58.09391839
11986816,-81.24297333,0.254835695,2.450435638,2664.134766,,81.24297333,-57.79603884
12000000,-81.09514618,0.629704058,2.457162857,2612.345459,,81.09514618,-57.87926886